Battery,Cycle,Capacity,SOH
B0018,88,1.442834198908794,0.7088918345953281
B0018,89,1.428376058807949,0.7017882758713418
B0018,90,1.4154547844370715,0.6954398084583789
B0018,91,1.454576670077708,0.7146611336152084
B0018,92,1.4283179548274056,0.7017597282825782
B0018,93,1.4197026883204058,0.6975268842840829
B0018,94,1.4155606630306516,0.695491828621544
B0018,95,1.405680035419228,0.6906372886891577
B0018,96,1.4084461071166137,0.6919963122288444
B0018,97,1.3968547782872414,0.6863012723098669
B0018,98,1.3935670371440676,0.6846859426674023
B0018,99,1.3893644292809475,0.6826211216363891
B0018,100,1.3785651415666713,0.6773152265544138
B0018,101,1.384901110085747,0.6804282081782362
B0018,102,1.3703251814242443,0.6732667776981452
B0018,103,1.3733464385229082,0.6747511786702567
B0018,104,1.3679487285504814,0.6720991812835432
B0018,105,1.3567141087089647,0.6665793992625341
B0018,106,1.4604310209194575,0.717537487330494
B0018,107,1.4500998937104097,0.7124616083929152
B0018,108,1.4381406901824496,0.7065858246503021
B0018,109,1.4283681980964316,0.7017844137545353
B0018,110,1.4147874517552432,0.6951119352422711
B0018,111,1.413889163393182,0.6946705891156969
B0018,112,1.3989331662177225,0.6873224237589758
B0018,113,1.3953322584033976,0.6855532293854046
B0018,114,1.390046129540245,0.6829560539160807
B0018,115,1.3860271454209647,0.6809814507165719
B0018,116,1.388215260193751,0.6820565130465046
B0018,117,1.3761826562394497,0.6761446662808994
B0018,118,1.3647168898640165,0.6705113175793858
B0018,119,1.3589854739373584,0.6676953641218434
B0018,120,1.3462308764008801,0.6614287882020342
B0018,121,1.4268427818454643,0.7010349477899167
B0018,122,1.4064481483279663,0.6910146771440915
B0018,123,1.3934907492075153,0.6846484609558231
B0018,124,1.3882493512249316,0.6820732626173529
B0018,125,1.3701878338420928,0.6731992962234461
B0018,126,1.3796951665608619,0.6778704292879476
B0018,127,1.3686586323935683,0.6724479705194046
B0018,128,1.3627371779096438,0.6695386475107341
B0018,129,1.3634051133928073,0.6698668168945824
B0018,130,1.3518646035305233,0.6641967452989498
B0018,131,1.3547969729652622,0.6656374740742141
B0018,132,1.341051440640485,0.6588840330796979
